1	0
101	0.17177293295802
201	0.110471819168193
301	0.0926788820238615
401	0.0798253703444187
501	0.0727353687641341
601	0.0650197481783217
701	0.0615030302719443
801	0.0585204368964338
901	0.0557704665509297
1001	0.0507408746911502
1101	0.0483670876313951
1201	0.049339167886645
1301	0.0463801818347468
1401	0.0423877171669225
1501	0.0420912350838229
1601	0.0418587859664166
1701	0.0421187741428909
1801	0.0385679827744217
1901	0.0373944506750925
2001	0.0368219119972865
2101	0.0368508922299424
2201	0.0348041686436216
2301	0.0339332089979264
2401	0.033602008683381
2501	0.0328210995150256
2601	0.0312771622854211
2701	0.0315853058528038
2801	0.030722258509342
2901	0.0315880869074506
3001	0.030519217506752
3101	0.029253705058567
3201	0.0296639706572552
3301	0.0285618541821646
3401	0.028625414735651
3501	0.0280273633099629
3601	0.0270011677629378
3701	0.026841191323033
3801	0.0272019016633356
3901	0.0267137313557521
4001	0.0258777922035722
4101	0.025285748667
4201	0.0251865701901005
4301	0.0250990606188665
4401	0.0247591487850914
4501	0.0243949143367125
4601	0.0241169852514393
4701	0.0239265910234783
4801	0.0237727597719484
4901	0.023651287808092
5001	0.0233601411980753
5101	0.0228099463877944
5201	0.0224825598647677
5301	0.0222640490461772
5401	0.0224697847235705
5501	0.0221648297311529
5601	0.0219228111630017
5701	0.0216291824736688
5801	0.0217295338174629
5901	0.0211128062977574
6001	0.0211878009368791
6101	0.0207183902390175
6201	0.0206532975029806
6301	0.0206756475030933
6401	0.0208142891705046
6501	0.0206265787136168
6601	0.0199014722800217
6701	0.0199791125583641
6801	0.019785234516346
6901	0.0198979269039661
7001	0.019460914192232
7101	0.019506839964528
7201	0.0191937193517955
7301	0.0192907450613541
7401	0.0190962628947992
7501	0.0189407642653724
7601	0.0189432524554013
7701	0.0187882438094508
7801	0.0182522721674393
7901	0.0184923551254245
8001	0.0183433449747476
8101	0.0183680553186153
8201	0.0178463852515361
8301	0.0180703262364156
8401	0.0180491786940453
8501	0.0178203956436398
